DBA Name,Address,Latitude,Longitude,Community,IS_REAL_GROCERY,geometry
Smile Food Market,2759 W Jackson Blvd,41.8773266738915,-87.6960698798612,EAST GARFIELD PARK,False,POINT (-87.6960698798612 41.8773266738915)
La Tienda Ecuatoriana Ecua Phone Cards,1649 1/2 W Chicago Ave,41.8959308722541,-87.6692740778332,WEST TOWN,False,POINT (-87.6692740778332 41.8959308722541)
Taveons Groceries,4335 W Madison St,41.8805127162861,-87.7344379090307,WEST GARFIELD PARK,False,POINT (-87.7344379090307 41.8805127162861)
Walgreens #03539,11 E 75Th St,41.7580961025086,-87.6242081330701,GREATER GRAND CROSSING,False,POINT (-87.6242081330701 41.7580961025086)
"Shop Rite Food Mart, Inc",5200-5202 W Washington Blvd,41.8824768674982,-87.7551950300011,AUSTIN,False,POINT (-87.7551950300011 41.8824768674982)
Fischman Bottle Shop,4054 N Milwaukee Ave,41.9543572435533,-87.7491079457132,PORTAGE PARK,False,POINT (-87.7491079457132 41.9543572435533)
Three R Food,2712-2714 W Montrose Ave,41.9613709450297,-87.6966693473975,ALBANY PARK,False,POINT (-87.6966693473975 41.9613709450297)
Lacabana,5958 W Wrightwood Ave,41.9275941203256,-87.775812707977,BELMONT CRAGIN,False,POINT (-87.775812707977 41.9275941203256)
W  Crossings Grocer,2060-2062 W North Ave,41.9105514210206,-87.6797933580567,WEST TOWN,False,POINT (-87.6797933580567 41.9105514210206)
"Max Food Mart, Inc",4203 W North Ave,41.9097057482702,-87.7315519980116,HUMBOLDT PARK,False,POINT (-87.7315519980116 41.9097057482702)
Carniceria Ricardo,4419-4425 W Diversey Ave,41.9315407468943,-87.7375725126936,HERMOSA,False,POINT (-87.7375725126936 41.9315407468943)
Los Tres Hermanos,2858 S Pulaski Rd,41.83881302869369,-87.7245490327884,SOUTH LAWNDALE,False,POINT (-87.7245490327884 41.83881302869369)
La Favorita,1925 S May St,41.8558308924088,-87.65464214036,LOWER WEST SIDE,False,POINT (-87.65464214036 41.8558308924088)
Fresh Roasted Almond,7601 S Cicero Ave,41.7546601243937,-87.7413847586052,WEST LAWN,False,POINT (-87.7413847586052 41.7546601243937)
Neet King Drive Inc.,7100 S Dr Martin Luther King Jr Dr,41.7656188177536,-87.6154072480373,GREATER GRAND CROSSING,False,POINT (-87.6154072480373 41.7656188177536)
Dollar General Store #19098,4524 S Ashland Ave,41.8114597400399,-87.665192162126,NEW CITY,False,POINT (-87.665192162126 41.8114597400399)
Dollar General Store #19099,4828 W Irving Park Rd,41.9535135073988,-87.7484085088091,PORTAGE PARK,False,POINT (-87.7484085088091 41.9535135073988)
Don De Vida,3543 W Lawrence Ave,41.9682485470605,-87.7175632405124,ALBANY PARK,False,POINT (-87.7175632405124 41.9682485470605)
Family Dollar Store #31879,100 W 95Th St,41.7217999203014,-87.6262986724053,ROSELAND,False,POINT (-87.6262986724053 41.7217999203014)
Clark Haus,5059 N Clark St,41.9742144800431,-87.6680424655499,UPTOWN,False,POINT (-87.6680424655499 41.9742144800431)
La Primera,5012-5014 N Clark St,41.972904166556,-87.6681329986064,UPTOWN,False,POINT (-87.6681329986064 41.972904166556)
Ajoys Gas Depot,6367 N Milwaukee Ave,41.9967026224863,-87.7870867365266,NORWOOD PARK,False,POINT (-87.7870867365266 41.9967026224863)
Jeffery Dollar Store,1443 E 53Rd St,41.7994216332384,-87.5901256431158,HYDE PARK,False,POINT (-87.5901256431158 41.7994216332384)
Zayns Market & Deli Inc.,605 E 79Th St,41.7510936021797,-87.6098507749026,CHATHAM,False,POINT (-87.6098507749026 41.7510936021797)
Club-100,1730 W Lawrence Ave,41.9689560678724,-87.6723534125939,UPTOWN,False,POINT (-87.6723534125939 41.9689560678724)
Kc Treats,5650 S Woodlawn Ave,41.79176183164311,-87.5966116676222,HYDE PARK,False,POINT (-87.5966116676222 41.79176183164311)
Blessed Homeland Supermarket,3825 N Broadway,41.9519750922579,-87.6494824496688,LAKE VIEW,False,POINT (-87.6494824496688 41.9519750922579)
"Sa Howard North, Inc.",1649 W Howard St,42.0192747418633,-87.6729439277865,ROGERS PARK,False,POINT (-87.6729439277865 42.0192747418633)
I Z Food Mart,2624 W North Ave,41.910366098261,-87.6931077081511,WEST TOWN,False,POINT (-87.6931077081511 41.910366098261)
Dollar General Store #19095,2740 W Cermak Rd,41.8520231117843,-87.6946160395269,SOUTH LAWNDALE,False,POINT (-87.6946160395269 41.8520231117843)
Kay Sang,3333 N Broadway Ave,41.9429011132972,-87.6444037547782,LAKE VIEW,False,POINT (-87.6444037547782 41.9429011132972)
Nick'S Meat Corp.,4410 N Milwaukee Ave,41.9608894911233,-87.7548738909881,PORTAGE PARK,False,POINT (-87.7548738909881 41.9608894911233)
Sheffield Grocers,3220 N Sheffield Ave,41.9405689844394,-87.6542743262919,LAKE VIEW,False,POINT (-87.6542743262919 41.9405689844394)
Vincent Store Inc.,307 W 79Th St,41.75070840371409,-87.632186984826,CHATHAM,False,POINT (-87.632186984826 41.75070840371409)
Dollar Store,3272 W 87Th St,41.7352661860125,-87.7040802848704,ASHBURN,False,POINT (-87.7040802848704 41.7352661860125)
Grab N Go,812 W Irving Park Rd,41.954660667049,-87.6503054301131,UPTOWN,False,POINT (-87.6503054301131 41.954660667049)
Paleteria Oso Polar Ii,6538 N Clark St,42.0010274359908,-87.6717726842871,ROGERS PARK,False,POINT (-87.6717726842871 42.0010274359908)
Roosevelt'S Connect,2806 W Roosevelt Rd,41.8666166972473,-87.6962065374638,NORTH LAWNDALE,False,POINT (-87.6962065374638 41.8666166972473)
Brooklyn Boulders Chicago,100 S Morgan St,41.880343779167504,-87.6521349753827,NEAR WEST SIDE,False,POINT (-87.6521349753827 41.880343779167504)
Midcity Food & Liquor Inc.,500 S Kostner Ave,41.8742110548579,-87.7353870891649,WEST GARFIELD PARK,False,POINT (-87.7353870891649 41.8742110548579)
"Shop 4 Less Store, Inc",6848 S Ashland Ave,41.7689190006709,-87.6640714666141,WEST ENGLEWOOD,False,POINT (-87.6640714666141 41.7689190006709)
Middle Eastern Flair,8235 W Irving Park Rd,41.9520185576681,-87.8331668433558,DUNNING,False,POINT (-87.8331668433558 41.9520185576681)
Albany Liquors And Food,3048 W Fullerton Ave,41.9248545394207,-87.7041675433878,LOGAN SQUARE,False,POINT (-87.7041675433878 41.9248545394207)
Supermercados Villavicencio,3647-3651 W Diversey Ave,41.9317757879931,-87.7191028381685,LOGAN SQUARE,False,POINT (-87.7191028381685 41.9317757879931)
Citgo Gas,2700-2712 W 51St St,41.80113934197409,-87.6916240486938,GAGE PARK,False,POINT (-87.6916240486938 41.80113934197409)
Fannie May Candies,111 W Washington St,41.8831009624964,-87.6312632207846,LOOP,False,POINT (-87.6312632207846 41.8831009624964)
Seafood Junction,5300 W Madison St,41.880447197368,-87.7577550463485,AUSTIN,False,POINT (-87.7577550463485 41.880447197368)
7 Eleven #35015H,101 W Division St,41.9037898300129,-87.6315154293586,NEAR NORTH SIDE,False,POINT (-87.6315154293586 41.9037898300129)
Marathon Fuel & Mini Mart,7850 S Dr Martin Luther King Jr Dr,41.7514302942654,-87.6151127336154,GREATER GRAND CROSSING,False,POINT (-87.6151127336154 41.7514302942654)
Simply Convenient,2200 E 73Rd St,41.7626778521956,-87.5712431658465,SOUTH SHORE,False,POINT (-87.5712431658465 41.7626778521956)
Carniceria Dos Gallos,2535 N Laramie Ave,41.9270360930999,-87.7561061829788,BELMONT CRAGIN,False,POINT (-87.7561061829788 41.9270360930999)
Binny'S Beverage  Depot,4901 W Irving Park Rd,41.953274021567694,-87.7499125759525,PORTAGE PARK,False,POINT (-87.7499125759525 41.953274021567694)
Afc Sushi @Strack & Van Til #4,2627 N Elston Ave,41.9294892739952,-87.6836878248938,LOGAN SQUARE,False,POINT (-87.6836878248938 41.9294892739952)
All Star Fuel And Food,2310-2316 E 79Th St,41.7518178018158,-87.5681898904776,SOUTH SHORE,False,POINT (-87.5681898904776 41.7518178018158)
Alrasheed Meat Market Grocery,3255 W 63Rd St,41.7788293153316,-87.7052857405482,CHICAGO LAWN,False,POINT (-87.7052857405482 41.7788293153316)
Citgo,4601-4615 N Pulaski Rd,41.9646487004192,-87.7277824631682,ALBANY PARK,False,POINT (-87.7277824631682 41.9646487004192)
Farmers Food Basket,832 E 63Rd St,41.7805392882681,-87.604556895244,WOODLAWN,False,POINT (-87.604556895244 41.7805392882681)
Walmart Market #5647,570 W Monroe St,41.880658236965296,-87.6425467248066,NEAR WEST SIDE,False,POINT (-87.6425467248066 41.880658236965296)
Grove Food Mart Inc.,9101 S Cottage Grove Ave,41.72931162912,-87.6044995447211,CHATHAM,False,POINT (-87.6044995447211 41.72931162912)
Amir Food Mart,1877 E 71St St,41.765943200822896,-87.5782865499405,SOUTH SHORE,False,POINT (-87.5782865499405 41.765943200822896)
Fine Food & Liquor,3642 N Ashland Ave,41.948268007724096,-87.6690418153828,LAKE VIEW,False,POINT (-87.6690418153828 41.948268007724096)
Aldi Inc #64,1767 N Milwaukee Ave,41.9135877900482,-87.6822028354253,WEST TOWN,False,POINT (-87.6822028354253 41.9135877900482)
Marathon,2800 W 63Rd St,41.7792245323867,-87.6934564410327,CHICAGO LAWN,False,POINT (-87.6934564410327 41.7792245323867)
Throop Food Inc,1301 W 111Th St,41.6921001226938,-87.6546579104165,MORGAN PARK,False,POINT (-87.6546579104165 41.6921001226938)
Centro Market,5153-59 S Kedzie Ave,41.7992570437077,-87.7035747065583,GAGE PARK,False,POINT (-87.7035747065583 41.7992570437077)
New American Mini Food Mart,1047 W Granville Ave,41.9944786968613,-87.6574158059852,EDGEWATER,False,POINT (-87.6574158059852 41.9944786968613)
Lakeview Food & Liquor,4106 N Sheridan Rd,41.9570402995132,-87.6547628922013,UPTOWN,False,POINT (-87.6547628922013 41.9570402995132)
Mellos Peanut Company,1880 W Fullerton Ave,41.9251629992003,-87.6756991200363,LOGAN SQUARE,False,POINT (-87.6756991200363 41.9251629992003)
Walmart Express #3065,3636 N Broadway,41.9483549695483,-87.6480417336931,LAKE VIEW,False,POINT (-87.6480417336931 41.9483549695483)
Jalisco Products & Spices Corp.,2488 - 2490 S Blue Island Ave,41.8472917922987,-87.6793210837728,LOWER WEST SIDE,False,POINT (-87.6793210837728 41.8472917922987)
K Dollar Store,2100-2106 E 71St St,41.76637350629311,-87.5737967771474,SOUTH SHORE,False,POINT (-87.5737967771474 41.76637350629311)
Englewood Citgo,1356 W 87Th St,41.7359732880763,-87.6580683786135,AUBURN GRESHAM,False,POINT (-87.6580683786135 41.7359732880763)
All Star Food & Liquor,2911-2913 S Archer Ave,41.8414840391481,-87.6580219775617,BRIDGEPORT,False,POINT (-87.6580219775617 41.8414840391481)
Midway Airport Concessionares,5800 S Cicero Ave,41.7876524285423,-87.7415597445818,GARFIELD RIDGE,False,POINT (-87.7415597445818 41.7876524285423)
Laramie Mini Market Inc.,338 S Laramie Ave,41.8755691737192,-87.7550325871563,AUSTIN,False,POINT (-87.7550325871563 41.8755691737192)
Chente Foods,2488 S Blue Island Ave,41.8472917922987,-87.6793210837728,LOWER WEST SIDE,False,POINT (-87.6793210837728 41.8472917922987)
Hyde Park Food & Liquor,126-128 E 51St St,41.8021305429259,-87.6213850791201,GRAND BOULEVARD,False,POINT (-87.6213850791201 41.8021305429259)
"Slamdunk Food Mart, Inc.",1525 W Irving Park Rd,41.954186029405506,-87.668625660656,LAKE VIEW,False,POINT (-87.668625660656 41.954186029405506)
Best Western River North Hotel,125 W Ohio St,41.8923036656378,-87.6322686074422,NEAR NORTH SIDE,False,POINT (-87.6322686074422 41.8923036656378)
Everything 4 Less Inc.,6900 S Artesian Ave,41.7682218732,-87.6847067281157,CHICAGO LAWN,False,POINT (-87.6847067281157 41.7682218732)
"Neighbor Capital, Llc",3654 W 16Th St,41.8590584843033,-87.7174166318204,NORTH LAWNDALE,False,POINT (-87.7174166318204 41.8590584843033)
Daily Food & Liquor,3958 W Arthington St,41.869917909001,-87.7251909196655,WEST GARFIELD PARK,False,POINT (-87.7251909196655 41.869917909001)
Three Brothers Food Mart,6560 S Western Ave,41.7738712503042,-87.683643778025,CHICAGO LAWN,False,POINT (-87.683643778025 41.7738712503042)
"Dollar Plus & Food, Inc",157 W 103Rd St,41.7069927090928,-87.6281539427419,ROSELAND,False,POINT (-87.6281539427419 41.7069927090928)
Dulcelandia Candy Stores & Yogolandia Yogurt,3251-3253 W 26Th St,41.8443802674045,-87.7070459136152,SOUTH LAWNDALE,False,POINT (-87.7070459136152 41.8443802674045)
Cremeria La Ordena,5958 S Pulaski Rd,41.784158701334,-87.7230611924303,WEST LAWN,False,POINT (-87.7230611924303 41.784158701334)
Chicago  Lighthouse,1611 W Harrison St Lbby,41.874081988696,-87.66722275935,NEAR WEST SIDE,False,POINT (-87.66722275935 41.874081988696)
Citgo,415-425 S Pulaski Rd,41.8747504470261,-87.7253136968272,WEST GARFIELD PARK,False,POINT (-87.7253136968272 41.8747504470261)
The Good Shepard Enterprise,5108 N Broadway,41.9748585164658,-87.6599758937987,UPTOWN,False,POINT (-87.6599758937987 41.9748585164658)
"The Fresh Plan, Inc.",411 W North Ave,41.9109981787212,-87.6390404551581,NEAR NORTH SIDE,False,POINT (-87.6390404551581 41.9109981787212)
El Rodeo Super Mercado,4101 W 47Th St,41.8077304081017,-87.7260904940538,ARCHER HEIGHTS,False,POINT (-87.7260904940538 41.8077304081017)
Jerusalem Liquors,3133-3135 W Lawrence Ave,41.9683547002267,-87.7073943249261,ALBANY PARK,False,POINT (-87.7073943249261 41.9683547002267)
Sunnyside Stop,4501 N Kedzie Ave,41.9631006198272,-87.7081575354774,ALBANY PARK,False,POINT (-87.7081575354774 41.9631006198272)
"Danish Gas & Food Mart, Inc",3353-3359 W Harrison St,41.8735218856565,-87.7104864286838,EAST GARFIELD PARK,False,POINT (-87.7104864286838 41.8735218856565)
Almuflihi Food & Liquor,5404 S Halsted St,41.7958707987497,-87.6453441182214,NEW CITY,False,POINT (-87.6453441182214 41.7958707987497)
67Th Matathon Inc.,501-511 E 67Th St,41.7729037128276,-87.6129812531677,WOODLAWN,False,POINT (-87.6129812531677 41.7729037128276)
Addison Liquors,932 W Addison St,41.9473741186222,-87.6531805895359,LAKE VIEW,False,POINT (-87.6531805895359 41.9473741186222)
Three B Foods,2815 N Central Ave,41.9317672277953,-87.7661172178029,BELMONT CRAGIN,False,POINT (-87.7661172178029 41.9317672277953)
Rbo Llc,1601-1611 E 95Th St,41.7222299253788,-87.5850015493603,SOUTH DEERING,False,POINT (-87.5850015493603 41.7222299253788)
S & R Grocery And Dollar Plus,3509-3511 W 16Th St,41.858886009914706,-87.7131942173408,NORTH LAWNDALE,False,POINT (-87.7131942173408 41.858886009914706)
Marathon,5335 W Chicago Ave,41.8947894385999,-87.7595472805624,AUSTIN,False,POINT (-87.7595472805624 41.8947894385999)
"Cottage Grove Grocery, Inc.",8443 S Cottage Grove Ave,41.7408255379323,-87.6047964054345,CHATHAM,False,POINT (-87.6047964054345 41.7408255379323)
R & M Grocery Inc.,1948 N Pulaski Rd,41.9167900767426,-87.7266915944718,HERMOSA,False,POINT (-87.7266915944718 41.9167900767426)
Smoke & Snack Time Inc.,3337 W North Ave,41.9099541919399,-87.7109048789878,HUMBOLDT PARK,False,POINT (-87.7109048789878 41.9099541919399)
Super Mercado Carreta,6908-10 N Clark St,42.0068427922727,-87.6736126578959,ROGERS PARK,False,POINT (-87.6736126578959 42.0068427922727)
Z Best,5609 N Kimball Ave,41.983329273809,-87.7136146110248,NORTH PARK,False,POINT (-87.7136146110248 41.983329273809)
K & B Fuel,6700 S Ashland Ave,41.7720982327801,-87.6641646175957,WEST ENGLEWOOD,False,POINT (-87.6641646175957 41.7720982327801)
Dollar Tree #5461,8517 S Cottage Grove Ave,41.7397334759956,-87.6047632646797,CHATHAM,False,POINT (-87.6047632646797 41.7397334759956)
Ashland Gas Inc.,6700 - 6712 S Ashland Ave,41.7720982327801,-87.6641646175957,WEST ENGLEWOOD,False,POINT (-87.6641646175957 41.7720982327801)
Irving Mini Mart,3600 W Irving Park Rd,41.9538932011931,-87.7178856705517,IRVING PARK,False,POINT (-87.7178856705517 41.9538932011931)
Shell Gas Station,2814-2824 W Irving Park Rd,41.9540800679264,-87.6988953983666,IRVING PARK,False,POINT (-87.6988953983666 41.9540800679264)
Joe & Frank'S Market,7147 W Archer Ave,41.7918396025014,-87.8008893081132,GARFIELD RIDGE,False,POINT (-87.8008893081132 41.7918396025014)
John'S Liquor & Deli,3086 N Milwaukee Ave,41.9371488521626,-87.7208878730891,AVONDALE,False,POINT (-87.7208878730891 41.9371488521626)
Jenny Craig Weight Loss Center,8067 S Cicero Ave,41.7457995122585,-87.7410937277264,ASHBURN,False,POINT (-87.7410937277264 41.7457995122585)
Troops Mini Mart,1306 W 95Th St,41.7214144464212,-87.6556979807769,WASHINGTON HEIGHTS,False,POINT (-87.6556979807769 41.7214144464212)
24 Seven Food Mart,4343 N Clarendon Ave,41.9616671368556,-87.649760569506,UPTOWN,False,POINT (-87.649760569506 41.9616671368556)
A-One,3011 S Ashland Ave,41.8391048830523,-87.6656363793931,LOWER WEST SIDE,False,POINT (-87.6656363793931 41.8391048830523)
Citgo Big City Mart,5616 S Western Ave,41.7918847146201,-87.684133697329,GAGE PARK,False,POINT (-87.684133697329 41.7918847146201)
"S & J Dollar, Inc.",5525 S Ashland Ave,41.7928775411376,-87.6644079847531,WEST ENGLEWOOD,False,POINT (-87.6644079847531 41.7928775411376)
Five Starz Foods,7855 S Halsted St,41.7509898520062,-87.6439045933847,AUBURN GRESHAM,False,POINT (-87.6439045933847 41.7509898520062)
First Wheel Marathon,5601 N Lincoln Ave,41.9832497098646,-87.6950780383342,WEST RIDGE,False,POINT (-87.6950780383342 41.9832497098646)
"A & N Food & Dollar Plus,",6964 N Clark St,42.0084524961409,-87.6739872399722,ROGERS PARK,False,POINT (-87.6739872399722 42.0084524961409)
Golden Bucks,6333 N Clark St,41.9973443318491,-87.6702424786541,EDGEWATER,False,POINT (-87.6702424786541 41.9973443318491)
Hollywood Video #013-942,6201 N Clark St,41.994490432546,-87.6700038195251,EDGEWATER,False,POINT (-87.6700038195251 41.994490432546)
Walgreens #2586,2301 W Irving Park Rd,41.9539380843946,-87.6860992888743,NORTH CENTER,False,POINT (-87.6860992888743 41.9539380843946)
Walgreens  # 10649,3424 W Belmont Ave,41.9393703344884,-87.7135660217087,AVONDALE,False,POINT (-87.7135660217087 41.9393703344884)
Entenmann'S Thrift Bakery,2945 W Addison St,41.9465411022822,-87.7023194532625,AVONDALE,False,POINT (-87.7023194532625 41.9465411022822)
Latambenita,2871 N Milwaukee Ave,41.933550147124095,-87.7145181203719,AVONDALE,False,POINT (-87.7145181203719 41.933550147124095)
Mike'S Pantry,4442 N Milwaukee Ave,41.9616807069418,-87.7555629623627,PORTAGE PARK,False,POINT (-87.7555629623627 41.9616807069418)
63Rd Food & Liquor,1813 W 63Rd St,41.77926507952711,-87.6696783318128,WEST ENGLEWOOD,False,POINT (-87.6696783318128 41.77926507952711)
Around The Clock,1605 W Howard St,42.0192651821045,-87.6715720733687,ROGERS PARK,False,POINT (-87.6715720733687 42.0192651821045)
Walgreen'S #07055,347 E 95Th St,41.7217723914203,-87.6147031603369,ROSELAND,False,POINT (-87.6147031603369 41.7217723914203)
M & K Food Market,3359 W Chicago,41.8953980715314,-87.7112947981647,HUMBOLDT PARK,False,POINT (-87.7112947981647 41.8953980715314)
Lamonts Gift Shop,909 N Michigan Ave,41.8995390279616,-87.6239890003262,NEAR NORTH SIDE,False,POINT (-87.6239890003262 41.8995390279616)
Sam'S Food And Deli,2314 E 75Th St,41.7590779271424,-87.5681602158829,SOUTH SHORE,False,POINT (-87.5681602158829 41.7590779271424)
"Maga Warehouse, Inc",7311 S Ashland Ave,41.7609122508864,-87.6635339504661,WEST ENGLEWOOD,False,POINT (-87.6635339504661 41.7609122508864)
Mz Food & Cellular,1551 S Kedzie Ave,41.8598459613706,-87.7053385539712,NORTH LAWNDALE,False,POINT (-87.7053385539712 41.8598459613706)
Amstar Fuel & Mini Mart,1900 S Pulaski Rd,41.8549831323579,-87.7249964831579,NORTH LAWNDALE,False,POINT (-87.7249964831579 41.8549831323579)
Cvs/Pharmacy #8507,9142 S South Chicago Ave,41.72897486977649,-87.5544974013738,CALUMET HEIGHTS,False,POINT (-87.5544974013738 41.72897486977649)
A And C Variety Llc,4121 W Madison Ave,41.8805764587229,-87.729001624722,WEST GARFIELD PARK,False,POINT (-87.729001624722 41.8805764587229)
Chicago  Mini  Mart,5503 N Lincoln Ave,41.9814331444591,-87.6926507725727,LINCOLN SQUARE,False,POINT (-87.6926507725727 41.9814331444591)
Village Meat & Grocery,5940 W North Ave,41.9093784697672,-87.7743733929275,AUSTIN,False,POINT (-87.7743733929275 41.9093784697672)
"67 Store, Inc.",6655 S California Ave,41.7720285566515,-87.6930640797898,CHICAGO LAWN,False,POINT (-87.6930640797898 41.7720285566515)
Torrence Bp,10300-10302 S Torrence Ave,41.7080774290423,-87.5598068713322,SOUTH DEERING,False,POINT (-87.5598068713322 41.7080774290423)
"Hermitage Food & Tobacco , Inc.",6501 S Hermitage Ave,41.7756960982962,-87.6676448448309,WEST ENGLEWOOD,False,POINT (-87.6676448448309 41.7756960982962)
"Community Mini Mart,Inc",12658 S Union Ave,41.663368153925,-87.6391604359776,WEST PULLMAN,False,POINT (-87.6391604359776 41.663368153925)
Toya'S Candy Shop,5544 S Hoyne Ave,41.7921379070988,-87.6768293994236,WEST ENGLEWOOD,False,POINT (-87.6768293994236 41.7921379070988)
Kamal Chebli,5536 S Ashland Ave,41.7925161580142,-87.6646929455424,WEST ENGLEWOOD,False,POINT (-87.6646929455424 41.7925161580142)
Sunshine Food Mart.,1200 W 69Th St,41.7688009732122,-87.6542767138948,WEST ENGLEWOOD,False,POINT (-87.6542767138948 41.7688009732122)
"Gq Grocery & Fast Food, Inc.",1542 W 69Th St,41.7686710729597,-87.6631805965458,WEST ENGLEWOOD,False,POINT (-87.6631805965458 41.7686710729597)
Dylan'S Candy Bar,435-445 N Michigan Ave,41.8904241597722,-87.623965477756,NEAR NORTH SIDE,False,POINT (-87.623965477756 41.8904241597722)
Express Food And Liquor,3904 S Wentworth Ave,41.8234493394521,-87.6315111965504,FULLER PARK,False,POINT (-87.6315111965504 41.8234493394521)
M & H Mart,5256 W North Ave,41.909583100962706,-87.7579780530873,AUSTIN,False,POINT (-87.7579780530873 41.909583100962706)
The Allstar Quick Mart,319 W 115Th St,41.6851135206648,-87.6309487518369,WEST PULLMAN,False,POINT (-87.6309487518369 41.6851135206648)
Ivone'S Hair Salon,4602 S Ashland Ave,41.8102909175224,-87.6651643462909,NEW CITY,False,POINT (-87.6651643462909 41.8102909175224)
"Jessie Grocery,Inc.",6317 S Dr.Martin Luther King Dr,41.7796083929699,-87.6154634618169,WOODLAWN,False,POINT (-87.6154634618169 41.7796083929699)
K Food & Liquor,1156 W 63Rd St,41.779719384353,-87.6543587737936,ENGLEWOOD,False,POINT (-87.6543587737936 41.779719384353)
Western Meat Market,1311 N Western Ave,41.9052187072135,-87.6869388272989,WEST TOWN,False,POINT (-87.6869388272989 41.9052187072135)
Vida En Excelencia,1740 W 47Th St,41.8086751232223,-87.6690103722263,NEW CITY,False,POINT (-87.6690103722263 41.8086751232223)
290 Express Inc,345 S Sacramento Blvd,41.8760055547196,-87.7009372012814,EAST GARFIELD PARK,False,POINT (-87.7009372012814 41.8760055547196)
Halsted Bp To Go,3047 S Halsted St,41.8384768350339,-87.6461416707372,BRIDGEPORT,False,POINT (-87.6461416707372 41.8384768350339)
"Fine Select Seafood And Meats, Inc",620 E 71St St,41.7659179277242,-87.6095982840021,GREATER GRAND CROSSING,False,POINT (-87.6095982840021 41.7659179277242)
Fuzziwig'S Candy Factory,2808 N Clark St,41.9330132475348,-87.6452287444637,LAKE VIEW,False,POINT (-87.6452287444637 41.9330132475348)
Fadi Foods,656 N Homan Ave,41.8935246004577,-87.7115245468443,HUMBOLDT PARK,False,POINT (-87.7115245468443 41.8935246004577)
Viva Saludable,1702 W 47Th St,41.8086899757431,-87.6675490417841,NEW CITY,False,POINT (-87.6675490417841 41.8086899757431)
Walgreens #1417,1931 W Cermak Rd,41.8520836955331,-87.6746510157374,LOWER WEST SIDE,False,POINT (-87.6746510157374 41.8520836955331)
B Mart,3756 W Montrose Ave,41.9611204141006,-87.7227920198767,ALBANY PARK,False,POINT (-87.7227920198767 41.9611204141006)
Happy Day Food & Liquor,3755 W Montrose Ave,41.9609020611262,-87.7227075227056,IRVING PARK,False,POINT (-87.7227075227056 41.9609020611262)
"Michaels Fast Food & Grocery, Inc",10659 S Wentworth Ave,41.6998616647892,-87.62794266901,ROSELAND,False,POINT (-87.62794266901 41.6998616647892)
Srd Lobby Shop,120 S La Salle St,41.8800751016801,-87.6324578753162,LOOP,False,POINT (-87.6324578753162 41.8800751016801)
Candyality,2046 W Division St,41.9032664613829,-87.6791266962917,WEST TOWN,False,POINT (-87.6791266962917 41.9032664613829)
Happy Dollar,3625 W 26Th St,41.8442586544713,-87.7159458449455,SOUTH LAWNDALE,False,POINT (-87.7159458449455 41.8442586544713)
Sam'S Food Market Inc.,5214 S Damen Ave,41.7984548518258,-87.6745788052011,NEW CITY,False,POINT (-87.6745788052011 41.7984548518258)
Morgan Foods,954 W 71St St,41.7652417787505,-87.6490423200478,ENGLEWOOD,False,POINT (-87.6490423200478 41.7652417787505)
Al'S  Food & Deli,2257 W Taylor St,41.8689037742101,-87.683511757071,NEAR WEST SIDE,False,POINT (-87.683511757071 41.8689037742101)
Walgreens # 09470,4817 W Fullerton Ave,41.9241190241752,-87.7470321360124,BELMONT CRAGIN,False,POINT (-87.7470321360124 41.9241190241752)
Fadi #3 Mini Mart & Deli,1001 W 59Th St,41.7868457389246,-87.6498862464272,ENGLEWOOD,False,POINT (-87.6498862464272 41.7868457389246)
Save-A-Lot #883,6701 S Western Ave,41.7718884067198,-87.6832951957716,CHICAGO LAWN,False,POINT (-87.6832951957716 41.7718884067198)
Aristo Food & Liquor,307-315 E 47Th St,41.8092316314123,-87.6192585467593,GRAND BOULEVARD,False,POINT (-87.6192585467593 41.8092316314123)
Our Neighborhood Quick Stop,346 S Pulaski Rd,41.875688749341,-87.7256458606552,WEST GARFIELD PARK,False,POINT (-87.7256458606552 41.875688749341)
"Mana Discount, Inc.",9531 S Jeffery Ave,41.721499512947,-87.5751864229168,SOUTH DEERING,False,POINT (-87.5751864229168 41.721499512947)
Smily'S,507 E 130Th St,41.6590241244227,-87.6094447116114,RIVERDALE,False,POINT (-87.6094447116114 41.6590241244227)
Redapple Food Mart,722 N Cicero Ave,41.8939398109521,-87.7459197315263,AUSTIN,False,POINT (-87.7459197315263 41.8939398109521)
Sayel Food Mart Inc,9127 S Commercial Ave,41.7292496232734,-87.5510898522867,SOUTH CHICAGO,False,POINT (-87.5510898522867 41.7292496232734)
Butchers Deli & Produce Inc.,4401 W Madison St,41.8804994507573,-87.735595960982,WEST GARFIELD PARK,False,POINT (-87.735595960982 41.8804994507573)
Apple Farm Foods,305 E 115Th St,41.6852917602113,-87.6153851189147,WEST PULLMAN,False,POINT (-87.6153851189147 41.6852917602113)
Newleaf Natural Grocery Inc,1261 W Loyola Ave,42.00128578332,-87.6631920263977,ROGERS PARK,False,POINT (-87.6631920263977 42.00128578332)
The Gourmet Grape,3530 N Halsted St,41.9463222964333,-87.6496023467256,LAKE VIEW,False,POINT (-87.6496023467256 41.9463222964333)
Makki Meat & Grocery Inc,3348 W Bryn Mawr Ave,41.983122172716094,-87.7132906739457,NORTH PARK,False,POINT (-87.7132906739457 41.983122172716094)
