DBA Name,Address,City,State,Zip,Inspection Date,Results,Violations,Latitude,Longitude,DBA_NAME_CLEAN,ADDRESS_CLEAN,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES,Action,Notes,__source_csv
La Tienda Ecuatoriana Ecua Phone Cards,1649 1/2 W Chicago Ave,CHICAGO,IL,60622.0,2017-10-26,Pass,,41.8959308722541,-87.6692740778332,LA TIENDA ECUATORIANA ECUA PHONE CARDS,1649 12 W CHICAGO AVE,True,False,False,POINT (-87.6692740778332 41.8959308722541),23.0,WEST TOWN,127562904.597,24.0,24.0,55203.7186956,,,,,
Taveons Groceries,4335 W Madison St,CHICAGO,IL,60624.0,2017-10-26,Out Of Business,,41.8805127162861,-87.7344379090307,TAVEONS GROCERIES,4335 W MADISON ST,True,False,False,POINT (-87.7344379090307 41.8805127162861),25.0,WEST GARFIELD PARK,36092848.8151,26.0,26.0,26238.5419796,,,,,
Walgreens #03539,11 E 75Th St,CHICAGO,IL,60619.0,2017-10-25,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: INSTRUCTED TO CLEAN FLOORS IN THE REAR STORAGE ROOM UNDER AND BEHIND STORAGE SHELVES. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FOUND NO HOT RUNNING WATER AT THE HAND SINK IN THE MENS WASHROOM; MUST PROVIDE. (WORK ORDER SUBMITTED FOR REPAIR PER MANAGER ON DUTY) FOUND THE UTILITY SINK IN THE CLOSET UNCLEAN; MUST CLEAN AND MAINTAIN UTILITY SINK. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: INSTRUCTED TO ORGANIZE AND MAINTAIN UTILITY SINK CLOSET.",41.7580961025086,-87.6242081330701,WALGREENS 03539,11 E 75TH ST,True,False,False,POINT (-87.6242081330701 41.7580961025086),68.0,GREATER GRAND CROSSING,98853167.7093,69.0,69.0,54645.3302996,,,,,
"Shop Rite Food Mart, Inc",5200-5202 W Washington Blvd,CHICAGO,IL,60644.0,2017-10-25,Out Of Business,,41.8824768674982,-87.7551950300011,SHOP RITE FOOD MART INC,52005202 W WASHINGTON BLVD,True,False,False,POINT (-87.7551950300011 41.8824768674982),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,,,,
Fischman Bottle Shop,4054 N Milwaukee Ave,CHICAGO,IL,60641.0,2017-10-24,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: RAW WOOD SHELVINGS UNDERNEATH THE FRONT COUNTER. MUST SEAL OR PAINT THE WOOD. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN, REMOVE DUST BUILD-UP ON THE FAN GUARD OF THE 3 DOOR REACH IN COOLER AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CONTINUE TO FINISH INSTALLING COVING IN THE FRONT AREA BY THE DOOR AND BEHIND THE SHELVINGS.",41.9543572435533,-87.7491079457132,FISCHMAN BOTTLE SHOP,4054 N MILWAUKEE AVE,True,False,True,POINT (-87.7491079457132 41.9543572435533),14.0,PORTAGE PARK,110196097.139,15.0,15.0,46520.6421377,,,,,
Three R Food,2712-2714 W Montrose Ave,CHICAGO,IL,60618.0,2017-10-24,Out Of Business,,41.9613709450297,-87.6966693473975,THREE R FOOD,27122714 W MONTROSE AVE,True,False,False,POINT (-87.6966693473975 41.9613709450297),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,,
Lacabana,5958 W Wrightwood Ave,CHICAGO,IL,60639.0,2017-10-24,Pass,,41.9275941203256,-87.775812707977,LACABANA,5958 W WRIGHTWOOD AVE,True,False,False,POINT (-87.775812707977 41.9275941203256),18.0,BELMONT CRAGIN,109099414.689,19.0,19.0,43311.707379,,,,,
W  Crossings Grocer,2060-2062 W North Ave,CHICAGO,IL,60647.0,2017-10-23,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED BROKEN FLOOR TILES BEHIND FRONT COUNTER SELLING AREA. MUST REPAIR/REPLACE AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED OPENING INTO CEILING TILE INSIDE EMPLOYEES WASHROOM. MUST SEAL AND MAINTAIN.",41.9105514210206,-87.6797933580567,W CROSSINGS GROCER,20602062 W NORTH AVE,True,False,False,POINT (-87.6797933580567 41.9105514210206),23.0,WEST TOWN,127562904.597,24.0,24.0,55203.7186956,,,,,
"Max Food Mart, Inc",4203 W North Ave,CHICAGO,IL,60644.0,2017-10-23,Pass,,41.9097057482702,-87.7315519980116,MAX FOOD MART INC,4203 W NORTH AVE,True,False,False,POINT (-87.7315519980116 41.9097057482702),22.0,HUMBOLDT PARK,100480876.502,23.0,23.0,48583.0643299,,,,,
Carniceria Ricardo,4419-4425 W Diversey Ave,CHICAGO,IL,60639.0,2017-10-20,Out Of Business,,41.9315407468943,-87.7375725126936,CARNICERIA RICARDO,44194425 W DIVERSEY AVE,True,False,False,POINT (-87.7375725126936 41.9315407468943),19.0,HERMOSA,32602059.4055,20.0,20.0,27179.0174378,,,,,
Los Tres Hermanos,2858 S Pulaski Rd,CHICAGO,IL,60623.0,2017-10-20,Out Of Business,,41.83881302869369,-87.7245490327884,LOS TRES HERMANOS,2858 S PULASKI RD,True,False,False,POINT (-87.7245490327884 41.83881302869369),29.0,SOUTH LAWNDALE,127998297.867,30.0,30.0,49904.0452102,,,,,
La Favorita,1925 S May St,CHICAGO,IL,60608.0,2017-10-20,Out Of Business,,41.8558308924088,-87.65464214036,LA FAVORITA,1925 S MAY ST,True,False,False,POINT (-87.65464214036 41.8558308924088),30.0,LOWER WEST SIDE,81550723.6377,31.0,31.0,43229.3727036,,,,,
Fresh Roasted Almond,7601 S Cicero Ave,CHICAGO,IL,60652.0,2017-10-18,Out Of Business,,41.7546601243937,-87.7413847586052,FRESH ROASTED ALMOND,7601 S CICERO AVE,True,False,False,POINT (-87.7413847586052 41.7546601243937),64.0,WEST LAWN,82315301.6831,65.0,65.0,41934.4901309,,,,,
Neet King Drive Inc.,7100 S Dr Martin Luther King Jr Dr,CHICAGO,IL,60619.0,2017-10-18,Out Of Business,,41.7656188177536,-87.6154072480373,NEET KING DRIVE INC,7100 S DR MARTIN LUTHER KING JR DR,True,False,False,POINT (-87.6154072480373 41.7656188177536),68.0,GREATER GRAND CROSSING,98853167.7093,69.0,69.0,54645.3302996,,,,,
Dollar General Store #19098,4524 S Ashland Ave,CHICAGO,IL,60609.0,2017-10-18,Pass,,41.8114597400399,-87.665192162126,DOLLAR GENERAL STORE 19098,4524 S ASHLAND AVE,True,False,False,POINT (-87.665192162126 41.8114597400399),60.0,NEW CITY,134636963.254,61.0,61.0,48133.595961,,,,,
Dollar General Store #19099,4828 W Irving Park Rd,CHICAGO,IL,60641.0,2017-10-16,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REPLACE STAINED AND DAMAGED CEILING TILES IN THE REAR STORAGE AREA AND MAINTAIN. SEAL GAP/HOLE AROUND PIPES THRU-OUT REAR STORAGE AREA AND FRONT AREA AND MAINTAIN.",41.9535135073988,-87.7484085088091,DOLLAR GENERAL STORE 19099,4828 W IRVING PARK RD,True,False,False,POINT (-87.7484085088091 41.9535135073988),14.0,PORTAGE PARK,110196097.139,15.0,15.0,46520.6421377,,,,,
Don De Vida,3543 W Lawrence Ave,CHICAGO,IL,60625.0,2017-10-16,Out Of Business,,41.9682485470605,-87.7175632405124,DON DE VIDA,3543 W LAWRENCE AVE,True,False,False,POINT (-87.7175632405124 41.9682485470605),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,,
Family Dollar Store #31879,100 W 95Th St,CHICAGO,IL,60628.0,2017-10-11,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OPENING ALONG WALL AT ELECTRICAL PANEL OUTSIDE WASHROOM AND IN CEILING AREAS AROUND PIPES.MUST SEAL TO PREVENT ANY HIDING AREAS FOR PEST. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED BOXED SUPPLIES,ETC IN REAR STORAGE AREA STORED ON FLOOR AREA BY MOP SINK, REAR EXIT DOOR AND OTHER AREAS OF THR REAR STORE ROOM.MUST PROPERLY ORGANIZE SUPPLIES OFF FLOORS AND WALLS ON ADEQAUATE SHELVING TO PREVENT ANY PEST HARBORAGE AREAS.",41.7217999203014,-87.6262986724053,FAMILY DOLLAR STORE 31879,100 W 95TH ST,True,False,False,POINT (-87.6262986724053 41.7217999203014),48.0,ROSELAND,134313706.73,49.0,49.0,56632.7954292,,,,,
Clark Haus,5059 N Clark St,CHICAGO,IL,60640.0,2017-10-10,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: HOLES AROUND THE PIPING IN THE CEILING OF THE WASHROOM MUST BE SEALED.",41.9742144800431,-87.6680424655499,CLARK HAUS,5059 N CLARK ST,True,False,False,POINT (-87.6680424655499 41.9742144800431),2.0,UPTOWN,65095642.7289,3.0,3.0,46972.7945549,,,,,
La Primera,5012-5014 N Clark St,CHICAGO,IL,60640.0,2017-10-10,Out Of Business,,41.972904166556,-87.6681329986064,LA PRIMERA,50125014 N CLARK ST,True,False,False,POINT (-87.6681329986064 41.972904166556),2.0,UPTOWN,65095642.7289,3.0,3.0,46972.7945549,,,,,
Ajoys Gas Depot,6367 N Milwaukee Ave,CHICAGO,IL,60646.0,2017-10-06,Out Of Business,,41.9967026224863,-87.7870867365266,AJOYS GAS DEPOT,6367 N MILWAUKEE AVE,True,False,False,POINT (-87.7870867365266 41.9967026224863),9.0,NORWOOD PARK,121959105.47,10.0,10.0,80368.3743778,,,,,
Jeffery Dollar Store,1443 E 53Rd St,CHICAGO,IL,60615.0,2017-10-06,Pass,38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FOUND NO BACK FLOW PREVENTER DEVICE ON THE UTILITY SINK IN THE CLOSET; MUST INSTALL A BACK FLOW PREVENTER DEVICE ON THE UTILITY SINK.,41.7994216332384,-87.5901256431158,JEFFERY DOLLAR STORE,1443 E 53RD ST,True,False,False,POINT (-87.5901256431158 41.7994216332384),40.0,HYDE PARK,45105380.1732,41.0,41.0,29746.7082016,,,,,
Zayns Market & Deli Inc.,605 E 79Th St,CHICAGO,IL,60619.0,2017-10-04,Pass,,41.7510936021797,-87.6098507749026,ZAYNS MARKET DELI INC,605 E 79TH ST,True,False,False,POINT (-87.6098507749026 41.7510936021797),43.0,CHATHAM,82320670.3112,44.0,44.0,42006.9450094,,,,,
Club-100,1730 W Lawrence Ave,CHICAGO,IL,60640.0,2017-10-04,Out Of Business,,41.9689560678724,-87.6723534125939,CLUB100,1730 W LAWRENCE AVE,True,False,False,POINT (-87.6723534125939 41.9689560678724),2.0,UPTOWN,65095642.7289,3.0,3.0,46972.7945549,,,,,
Kc Treats,5650 S Woodlawn Ave,CHICAGO,IL,60637.0,2017-10-03,Fail,"9. WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE - Comments: NO HOT RUNNING WATER FOUND AT EXPOSED HAND SINK; MUST PROVIDE.  CRITICAL VIOLATION 7-38-030. | 16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: INADEQUATE FOOD PROTECTION.  MUST BE ABLE TO LOCK AWAY ALL FOODS TO AVOID POSSIBLE CONTAMINATION. SERIOUS VIOLATION 7-38-005(A) | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: FOUND NO PEST CONTROL LOG BOOK WITH NECESSARY ITEMS; MUST PROVIDE FROM A LICENSED COMPANY. SERIOUS VIOLATION 7-38-020. | 24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: FOUND NO THREE COMP SINK ON PREMISES FOR WASH RINSE AND SANITIZING; MUST INSTALL SINK. SERIOUS VIOLATION 7-38-030.",41.79176183164311,-87.5966116676222,KC TREATS,5650 S WOODLAWN AVE,True,False,True,POINT (-87.5966116676222 41.79176183164311),40.0,HYDE PARK,45105380.1732,41.0,41.0,29746.7082016,,,,,
Blessed Homeland Supermarket,3825 N Broadway,CHICAGO,IL,60613.0,2017-09-26,Out Of Business,,41.9519750922579,-87.6494824496688,BLESSED HOMELAND SUPERMARKET,3825 N BROADWAY,True,False,False,POINT (-87.6494824496688 41.9519750922579),5.0,LAKE VIEW,87214799.2728,6.0,6.0,51973.0968677,,,,,
"Sa Howard North, Inc.",1649 W Howard St,CHICAGO,IL,60626.0,2017-09-19,Out Of Business,,42.0192747418633,-87.6729439277865,SA HOWARD NORTH INC,1649 W HOWARD ST,True,False,False,POINT (-87.6729439277865 42.0192747418633),0.0,ROGERS PARK,51259902.4506,1.0,1.0,34052.3975757,,,,,
I Z Food Mart,2624 W North Ave,CHICAGO,IL,60647.0,2017-09-15,Out Of Business,,41.910366098261,-87.6931077081511,I Z FOOD MART,2624 W NORTH AVE,True,False,False,POINT (-87.6931077081511 41.910366098261),23.0,WEST TOWN,127562904.597,24.0,24.0,55203.7186956,,,,,
Dollar General Store #19095,2740 W Cermak Rd,CHICAGO,IL,60608.0,2017-09-08,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Inspector Comments: MUST PROVIDE FLOORING TO BE SMOOTH AND EASILY CLEANABLE IN REAR STORAGE AREA | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments:   Inspector Comments: MUST PROVIDE HOOKS FOR WET MOPS",41.8520231117843,-87.6946160395269,DOLLAR GENERAL STORE 19095,2740 W CERMAK RD,True,False,False,POINT (-87.6946160395269 41.8520231117843),29.0,SOUTH LAWNDALE,127998297.867,30.0,30.0,49904.0452102,,,,,
Kay Sang,3333 N Broadway Ave,CHICAGO,IL,60657.0,2017-09-08,Out Of Business,,41.9429011132972,-87.6444037547782,KAY SANG,3333 N BROADWAY AVE,True,False,False,POINT (-87.6444037547782 41.9429011132972),5.0,LAKE VIEW,87214799.2728,6.0,6.0,51973.0968677,,,,,
Nick'S Meat Corp.,4410 N Milwaukee Ave,CHICAGO,IL,60630.0,2017-09-07,Out Of Business,,41.9608894911233,-87.7548738909881,NICKS MEAT CORP,4410 N MILWAUKEE AVE,True,False,False,POINT (-87.7548738909881 41.9608894911233),14.0,PORTAGE PARK,110196097.139,15.0,15.0,46520.6421377,,,,,
Sheffield Grocers,3220 N Sheffield Ave,CHICAGO,IL,60657.0,2017-09-01,Out Of Business,,41.9405689844394,-87.6542743262919,SHEFFIELD GROCERS,3220 N SHEFFIELD AVE,True,False,False,POINT (-87.6542743262919 41.9405689844394),5.0,LAKE VIEW,87214799.2728,6.0,6.0,51973.0968677,,,,,
Vincent Store Inc.,307 W 79Th St,CHICAGO,IL,60620.0,2017-08-31,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: REMOVE ALL SOILED CARDBOARD TRAYS ON CHIP DISPLAY SHELVES. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN BASES OF ALL REACH-IN COOLERS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR LEAK UNDER WASHBOWL IN WASHROOM. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ELEVATE ALL STOCK OFF FLOOR IN SALES AND STORAGE AREAS. REMOVE ALL UNUSED EQUIPMENT AND ORGANIZE REAR STORAGE AND WASHROOM AREAS. REMOVE ALL CONSTRUCTION MATERIAL, WOOD, BOARDS, ETC NEAR DUMPSTER.",41.75070840371409,-87.632186984826,VINCENT STORE INC,307 W 79TH ST,True,False,False,POINT (-87.632186984826 41.75070840371409),43.0,CHATHAM,82320670.3112,44.0,44.0,42006.9450094,,,,,
Dollar Store,3272 W 87Th St,CHICAGO,IL,60652.0,2017-08-29,Out Of Business,,41.7352661860125,-87.7040802848704,DOLLAR STORE,3272 W 87TH ST,True,False,False,POINT (-87.7040802848704 41.7352661860125),69.0,ASHBURN,135460337.208,70.0,70.0,54818.1546317,,,,,
Grab N Go,812 W Irving Park Rd,CHICAGO,IL,60613.0,2017-08-22,Out Of Business,,41.954660667049,-87.6503054301131,GRAB N GO,812 W IRVING PARK RD,True,False,False,POINT (-87.6503054301131 41.954660667049),2.0,UPTOWN,65095642.7289,3.0,3.0,46972.7945549,,,,,
Paleteria Oso Polar Ii,6538 N Clark St,CHICAGO,IL,60626.0,2017-08-21,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: NOTED PEELING PAINT FROM CEILING AT REAR STORAGE AREA ALSO NOTED STAINED CEILING TILES AT FRONT SELLING AREA AND DAMAGED CEILING TILES AT REAR.INSTRUCTED MANAGEMENT TO REPAIR AND REPLACE CEILING TILES AND CEILING. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: NOTED LIGHT SHIELD NOT PROPERLY AFFIXED IN ICE CREAM CHEST FREEZER AND LIGHTS BURNT OUT OVER CUSTOMER SEATING AREA.INSTRUCTED TO REPAIR AND REPLACE SHIELDS AND LIGHTS  | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments:  NOTED CLUTTER AT REAR STORAGE AREA.INSTRUCTED MANAGEMENT TO REMOVE AND REORGANIZE FOR BETTER MONITORING OF PESTS.",42.0010274359908,-87.6717726842871,PALETERIA OSO POLAR II,6538 N CLARK ST,True,False,False,POINT (-87.6717726842871 42.0010274359908),0.0,ROGERS PARK,51259902.4506,1.0,1.0,34052.3975757,,,,,
Roosevelt'S Connect,2806 W Roosevelt Rd,CHICAGO,IL,60612.0,2017-08-18,Out Of Business,,41.8666166972473,-87.6962065374638,ROOSEVELTS CONNECT,2806 W ROOSEVELT RD,True,False,False,POINT (-87.6962065374638 41.8666166972473),28.0,NORTH LAWNDALE,89487422.0242,29.0,29.0,44959.4596627,,,,,
Brooklyn Boulders Chicago,100 S Morgan St,CHICAGO,IL,60607.0,2017-08-18,Pass,,41.880343779167504,-87.6521349753827,BROOKLYN BOULDERS CHICAGO,100 S MORGAN ST,True,False,False,POINT (-87.6521349753827 41.880343779167504),27.0,NEAR WEST SIDE,158492466.554,28.0,28.0,53003.5929406,,,,,
Midcity Food & Liquor Inc.,500 S Kostner Ave,CHICAGO,IL,60624.0,2017-08-15,Pass,,41.8742110548579,-87.7353870891649,MIDCITY FOOD LIQUOR INC,500 S KOSTNER AVE,True,False,False,POINT (-87.7353870891649 41.8742110548579),25.0,WEST GARFIELD PARK,36092848.8151,26.0,26.0,26238.5419796,,,,,
"Shop 4 Less Store, Inc",6848 S Ashland Ave,CHICAGO,IL,60636.0,2017-08-14,Out Of Business,,41.7689190006709,-87.6640714666141,SHOP 4 LESS STORE INC,6848 S ASHLAND AVE,True,False,False,POINT (-87.6640714666141 41.7689190006709),66.0,WEST ENGLEWOOD,87947691.9478,67.0,67.0,40195.2033069,,,,,
Middle Eastern Flair,8235 W Irving Park Rd,CHICAGO,IL,60634.0,2017-08-10,Out Of Business,,41.9520185576681,-87.8331668433558,MIDDLE EASTERN FLAIR,8235 W IRVING PARK RD,True,False,False,POINT (-87.8331668433558 41.9520185576681),16.0,DUNNING,103595001.175,17.0,17.0,54555.9925337,,,,,
Albany Liquors And Food,3048 W Fullerton Ave,CHICAGO,IL,60647.0,2017-08-03,Pass,,41.9248545394207,-87.7041675433878,ALBANY LIQUORS AND FOOD,3048 W FULLERTON AVE,True,False,False,POINT (-87.7041675433878 41.9248545394207),21.0,LOGAN SQUARE,100057566.7,22.0,22.0,49213.4217488,,,,,
Supermercados Villavicencio,3647-3651 W Diversey Ave,CHICAGO,IL,60647.0,2017-08-02,Out Of Business,,41.9317757879931,-87.7191028381685,SUPERMERCADOS VILLAVICENCIO,36473651 W DIVERSEY AVE,True,False,False,POINT (-87.7191028381685 41.9317757879931),21.0,LOGAN SQUARE,100057566.7,22.0,22.0,49213.4217488,,,,,
Citgo Gas,2700-2712 W 51St St,CHICAGO,IL,60632.0,2017-07-21,Out Of Business,,41.80113934197409,-87.6916240486938,CITGO GAS,27002712 W 51ST ST,True,False,False,POINT (-87.6916240486938 41.80113934197409),62.0,GAGE PARK,61284896.1132,63.0,63.0,32294.1959107,,,,,
Fannie May Candies,111 W Washington St,CHICAGO,IL,60602.0,2017-07-21,Pass,38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED A FOOD HANDLER WITH NO HAIR RESTRAINT. INSTRUCTED TO PROVIDE AND MAINTAIN A HAIR RESTRAINT WHILE HANDLING FOOD.,41.8831009624964,-87.6312632207846,FANNIE MAY CANDIES,111 W WASHINGTON ST,True,False,False,POINT (-87.6312632207846 41.8831009624964),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,,,,
Seafood Junction,5300 W Madison St,CHICAGO,IL,60644.0,2017-07-20,Out Of Business,,41.880447197368,-87.7577550463485,SEAFOOD JUNCTION,5300 W MADISON ST,TRUE,False,False,POINT (-87.7577550463485 41.880447197368),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,,,,
7 Eleven #35015H,101 W Division St,CHICAGO,IL,60610.0,2017-07-10,Out Of Business,,41.9037898300129,-87.6315154293586,7 ELEVEN 35015H,101 W DIVISION ST,True,False,False,POINT (-87.6315154293586 41.9037898300129),7.0,NEAR NORTH SIDE,76675895.9728,8.0,8.0,57293.1649516,,,,,
Marathon Fuel & Mini Mart,7850 S Dr Martin Luther King Jr Dr,CHICAGO,IL,60619.0,2017-07-07,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: SOME SHELVES ON THE SELLING FLOOR ARE NOT CLEAN; MUST CLEAN SHELVES WHERE NEEDED.   | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: THE FLOOR IN THE WALK-IN COOLER NEEDS CLEANING TO REMOVE STICKY RESIDUE. CLEAN FLOORS AROUND AND BEHIND EQUIPMENT ON THE SELLING FLOOR. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST CLEAN CEILING VENTS WHERE NEEDED AND REPLACE ALL WATER STAINED CEILING TILE WHERE NEEDED THROUGHOUT STORE. THE FAN COVERS IN THE WALK-IN COOLER NEED CLEANING. THE VENTILATION FAN IN THE WASHROOMS NEED CLEANING TO REMOVE DUST OBSERVED. ONE WALL PANEL IN ONE WASHROOM IS IN POOR REPAIR; REPAIR WHERE NEEDED. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: FOUND NO LIGHT SHIELDS ON THE LIGHTS IN THE WALK-IN COOLER; MUST PROVIDE SHIELDS FOR LIGHTS.",41.7514302942654,-87.6151127336154,MARATHON FUEL MINI MART,7850 S DR MARTIN LUTHER KING JR DR,True,False,False,POINT (-87.6151127336154 41.7514302942654),68.0,GREATER GRAND CROSSING,98853167.7093,69.0,69.0,54645.3302996,,,,,
Simply Convenient,2200 E 73Rd St,CHICAGO,IL,60649.0,2017-06-30,Out Of Business,,41.7626778521956,-87.5712431658465,SIMPLY CONVENIENT,2200 E 73RD ST,True,False,False,POINT (-87.5712431658465 41.7626778521956),42.0,SOUTH SHORE,81812716.3958,43.0,43.0,44249.6461173,,,,,
Carniceria Dos Gallos,2535 N Laramie Ave,CHICAGO,IL,60639.0,2017-06-28,Out Of Business,,41.9270360930999,-87.7561061829788,CARNICERIA DOS GALLOS,2535 N LARAMIE AVE,True,False,False,POINT (-87.7561061829788 41.9270360930999),18.0,BELMONT CRAGIN,109099414.689,19.0,19.0,43311.707379,,,,,
Binny'S Beverage  Depot,4901 W Irving Park Rd,CHICAGO,IL,60641.0,2017-06-27,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: INSTRUCTED TO CLEAN THE FLOOR ALONG THE WALL BASE ALL CORNER IN THE WAREHOUSE DEPT AND MANINTAIN.  | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST REMOVE ALL THE LEFT OVER CONSTRUCTION MATERIALS IN THE WAREHOUSE DEPARTMENT AND MAINTAIN.",41.953274021567694,-87.7499125759525,BINNYS BEVERAGE DEPOT,4901 W IRVING PARK RD,True,False,False,POINT (-87.7499125759525 41.953274021567694),14.0,PORTAGE PARK,110196097.139,15.0,15.0,46520.6421377,,,,,
Afc Sushi @Strack & Van Til #4,2627 N Elston Ave,CHICAGO,IL,60647.0,2017-06-23,Out Of Business,,41.9294892739952,-87.6836878248938,AFC SUSHI STRACK VAN TIL 4,2627 N ELSTON AVE,True,False,False,POINT (-87.6836878248938 41.9294892739952),21.0,LOGAN SQUARE,100057566.7,22.0,22.0,49213.4217488,,,,,
All Star Fuel And Food,2310-2316 E 79Th St,CHICAGO,IL,60649.0,2017-06-23,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST CLEAN THE VENTS THROUGHOUT PREMISES OF DUST BULD-UP,INSTRUCTED TO CLEAN AND MAINTAIN AREA",41.7518178018158,-87.5681898904776,ALL STAR FUEL AND FOOD,23102316 E 79TH ST,True,False,False,POINT (-87.5681898904776 41.7518178018158),42.0,SOUTH SHORE,81812716.3958,43.0,43.0,44249.6461173,,,,,
