DBA Name,ADDRESS_CLEAN,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,Address,City,State,Zip,Inspection Date,Results,Violations,Latitude,Longitude,DBA_NAME_CLEAN,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES
"New Food Market, Inc.",5971 W MADISON ST,TRUE,FALSE,FALSE,5971 W Madison St,CHICAGO,IL,60644.0,2021-11-03,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED DIRTY CARDBOARD BOXES USED AS SHELVING LINING INSIDE WALK IN COOLER NEAR MILK AND EGGS. INSTRUCTED TO REMOVE AND USE NON-ABSORBENT MATERIAL AS SHLEVING LINING.",41.879978065343,-87.7745816701351,NEW FOOD MARKET INC,POINT (-87.7745816701351 41.879978065343),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Tee'S Convenient Store,5633 W MADISON,TRUE,FALSE,FALSE,5633 W Madison,CHICAGO,IL,60644.0,2021-06-17,Not Ready,,41.8801144560909,-87.7662486373087,TEES CONVENIENT STORE,POINT (-87.7662486373087 41.8801144560909),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
"Fay'S Food & Meat Market, Inc.",5512 W NORTH AVE,TRUE,FALSE,FALSE,5512 W North Ave,CHICAGO,IL,60639.0,2020-08-11,Out Of Business,,41.9095105804823,-87.763657506233,FAYS FOOD MEAT MARKET INC,POINT (-87.763657506233 41.9095105804823),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Windy City Inc,324326 S CICERO AVE,TRUE,FALSE,FALSE,324-326 S Cicero Ave,CHICAGO,IL,60644.0,2020-06-08,Pass W/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO WRITTEN EMPLOYEE HEALTH POLICY ON SITE. INSTRUCTED FACILITY TO ESTABLISH AN APPROPRIATE EMPLOYEE HEALTH POLICY AND MAINTAIN WITH VERIFIABLE SIGNED COPIES ON SITE FOR ALL FOOD EMPLOYEES.  PRIORITY FOUNDATION VIOLATION #7-38-010. NO CITATION ISSUED. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO WRITTEN PROCEDURES OR SUPPLIES FOR RESPONDING TO VOMITING OR DIARRHEAL EVENTS. SUPPLIES MUST INCLUDE ADEQUATE SANITIZER THAT ELIMINATES NOROVIRUS. INSTRUCTED FACILITY TO PROVIDE CLEAN UP POLICY AND SUPPLIES TO PROPERLY HANDLE BODILY FLUID SPILLS ON SITE. PRIORITY FOUNDATION VIOLATION #7-38-005. NO CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGN AT THE HAND SINK IN THE DELI AREA. INSTRUCTED TO PROVIDE. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: NOTED NO THERMOMETER ON SITE TO MONITOR THE INTERNAL FOOD TEMPERATURE OF TCS. FACILITY MUST OBTAIN AND MAINTAIN PROPER THERMOMETERS.  PRIORITY FOUNDATION VIOLATION #7-38-005.NO CITATION ISSUED | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED FOOD STORED IN PLASTIC FOOD GRADE BAGS IN THE CHEST FREEZER IN THE DELI AREA WITHOUT PROPER LABELING OF NAME. INSTRUCTED TO PERSON IN CHARGE TO PROVIDE A LABEL REFLECTING THE FOOD ITEM'S NAME WHEN FOOD HAS BEEN REMOVE FROM ITS ORIGINAL PACKAGING. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED MILK CRATES BEING USED AS SHELVING THROUGHOUT THE PRODUCE WALK-IN COOLER. MUST REMOVE AND PROVIDE SHELVING THAT IS 6"" OFF THE FLOOR AND PROVIDES FLOOR ACCESSIBILITY TO ENSURE ADEQUATE FACILITY CLEANING. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED THE INTERIOR OF ALL THE REACH IN COOLERS IN NEED OF CLEANING. INSTRUCTED TO DETAIL CLEAN.  OBSERVED THE CHEST FREEZER IN THE DELI AREA WITH EXCESSIVE ICE BUILD UP. INSTRUCTED TO DEFROST AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED MISSING CEILINGS TILE PANELS AND WATER STAINED CEILING TILES THROUGHOUT THE FACILITY. INSTRUCTED TO REPAIR, REPLACE MISSING PANELS AND/OR REPLACE THE STAINED CEILING TILES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED EXCESS CLUTTER AND UNNECESSARY ARTICLES STORED IN THE REAR OF THE FACILITY AND BEHIND THE COUNTER/OFFICE AREA. MUST REMOVE ALL UNNECESSARY ARTICLES, CLEAN ALL CLUTTER, ORGANIZE, AND MAINTAIN AREAS AT ALL TIMES.",41.8759443554452,-87.7452502275424,WINDY CITY INC,POINT (-87.7452502275424 41.8759443554452),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Lil Sam,4800 W FULTON ST,FALSE,TRUE,TRUE,4800 W Fulton St,CHICAGO,IL,60644.0,2020-05-28,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED MILK CRATES BEING USED AS SHELVING THROUGHOUT ON THE SALES FLOOR WITH BAGS OF POTATOES AND ONIONS. MUST REMOVE AND PROVIDE SHELVING THAT IS 6"" OFF THE FLOOR AND PROVIDES FLOOR ACCESSIBILITY TO ENSURE ADEQUATE FACILITY CLEANING. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED WATER STAINED CEILING TILES ABOVE THE REACH-IN COOLER UNITS. INSTRUCTED TO REPLACE THE STAINED CEILING TILES. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED A BURNED OUT LIGHT-BULB IN THE PRODUCE DISPLAY COLD HOLDING UNIT. INSTRUCTED TO REPLACE BULB AND MAINTAIN LIGHTING IN THE UNIT.   | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED NO FOOD HANDLER CERTIFICATE FOR THE EMPLOYEE ON SITE. INSTRUCTED TO PROVIDE AND MAINTAIN.",41.885851558869500,-87.7455325261781,LIL SAM,POINT (-87.7455325261781 41.885851558869504),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Ayman Food Market,600 N CICERO AVE,TRUE,FALSE,FALSE,600 N Cicero Ave,CHICAGO,IL,60644.0,2020-05-20,Pass W/ Conditions,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO WRITTEN PROCEDURES OR SUPPLIES FOR RESPONDING TO VOMITING OR DIARRHEAL EVENTS. SUPPLIES MUST INCLUDE ADEQUATE SANITIZER THAT ELIMINATES NOROVIRUS. INSTRUCTED FACILITY TO PROVIDE CLEAN UP POLICY AND SUPPLIES TO PROPERLY HANDLE BODILY FLUID SPILLS ON SITE. PRIORITY FOUNDATION VIOLATION #7-38-005. NO CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGN AT ALL HAND SINKS ON PREMISE. INSTRUCTED TO PROVIDE AND MAINTAIN.  | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO THERMOMETER IN THE DISPLAY COOLER IN THE REAR WHERE THE MILK AND POLISH SAUSAGES ARE STORED. INSTRUCTED TO PROVIDE CONSPICUOUS AND EASILY READABLE THERMOMETERS INSIDE ALL COOLERS UNITS. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED THE INTERIOR OF ALL THE REACH IN COOLERS ON PREMISE IN NEED OF CLEANING. INSTRUCTED TO DETAIL CLEAN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED RECEPTACLE IN THE UNISEX EMPLOYEE TOLIET ROOM LOCATED NEAR THE REAR EXIT DOOR. INSTRUCTED TO PROVIDE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED MISSING AND DAMAGED FLOOR TILES THROUGHOUT THE SALES FLOOR. INSTRUCTED TO REPAIR TO CREATE A SMOOTH AND EASILY CLEANABLE SURFACE. MUST MAINTAIN AT ALL TIMES. OBSERVED MISSING CEILINGS TILE PANELS AND WATER STAINED CEILING TILES THROUGHOUT THE PREMISE. INSTRUCTED TO REPAIR, REPLACE MISSING PANELS AND/OR REPLACE THE STAINED CEILING TILES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED EXCESS CLUTTER AND UNNECESSARY ARTICLES STORED THROUGHOUT THE REAR OF THE FACILITY. MUST REMOVE ALL UNNECESSARY ARTICLES, CLEAN ALL CLUTTER, ORGANIZE, AND MAINTAIN AREAS AT ALL TIMES.",41.8914231563111,-87.7458276746683,AYMAN FOOD MARKET,POINT (-87.7458276746683 41.8914231563111),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Falcon Fuel,304308 S CICERO AVE,TRUE,FALSE,FALSE,304-308 S Cicero Ave,CHICAGO,IL,60644.0,2020-05-20,Pass W/ Conditions,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO WRITTEN PROCEDURES OR SUPPLIES FOR RESPONDING TO VOMITING OR DIARRHEAL EVENTS. SUPPLIES MUST INCLUDE ADEQUATE SANITIZER THAT ELIMINATES NOROVIRUS. INSTRUCTED FACILITY TO PROVIDE CLEAN UP POLICY AND SUPPLIES TO PROPERLY HANDLE BODILY FLUID SPILLS ON SITE. PRIORITY FOUNDATION VIOLATION #7-38-005. NO CITATION ISSUED. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED A 1/4"" GAP AT THE LEFT SIDE OF THE REAR EXIT DOOR. MUST PROVIDE A TIGHT FITTING SEAL AT ALL OUTER OPENINGS TO PREVENT THE ENTRY OF PESTS. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED TORN DOOR GASKET INSIDE OF THE REACH-IN COOLER DOORS. INSTRUCTED TO REPLACE | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED A LEAK AT THE FAUCET OF THE THREE COMPARTMENT SINK LOCATED IN THE REAR DRY STORAGE AREA. INSTRUCTED TO REPAIR. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED RECPTACLE IN THE UNISEX PUBLIC RESTROOM. INSTRUCTED TO PROVIDE. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED THE UNISEX PUBLIC TOILET ROOM IN NEED OF CLEANING (URINE ON FLOOR AND AROUND TOLIET, WASHBOWL SOILED, TISSUE ON THE FLOOR). INSTRUCTED TO DETAIL CLEAN AND MAINTAIN AT ALL TIMES.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED MISSING AND DAMAGED FLOOR TILES ON THE SALES FLOOR. INSTRUCTED TO REPAIR TO CREATE A SMOOTH AND EASILY CLEANABLE SURFACE. MUST MAINTAIN AT ALL TIMES. OBSERVED MISSING CEILINGS TILE PANELS AND WATER STAINED CEILING TILES THROUGHOUT THE PREMISE. INSTRUCTED TO REPAIR, REPLACE MISSING PANELS AND/OR REPLACE THE STAINED CEILING TILES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED MOP IN A POSITION THAT DOES NOT ALLOW TO DRY PROPERLY AND PREVENT PEST HARBORAGE, IN THE REAR NEAR THE THREE COMPARTMENT SINK. MUST STORE MOP AFTER USE IN A MOUNTED POSITION THAT ALLOWS FOR AIR-DRYING WITHOUT SOILING AND PEST HARBORAGING. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED EXCESS CLUTTER AND UNNECESSARY ARTICLES (ICE CREAM CHEST FREEZER, SHOES BOXES, SUITCASES) STORED IN THE REAR AND IN THE EMPLOYEE RESTROOM. MUST REMOVE ALL UNNECESSARY ARTICLES, CLEAN ALL CLUTTER, ORGANIZE, AND MAINTAIN AREAS AT ALL TIMES. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED AN ACCUMULATION OF DIRT/DEBRIS BUILDUP ON THE EXHAUST VENTILATION THROUGHOUT THE PREMISE. MUST DETAIL CLEAN AND MAINTAIN.",41.8766224046669,-87.7452867850712,FALCON FUEL,POINT (-87.7452867850712 41.8766224046669),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Ohio Food Mart,5345 W OHIO ST,TRUE,FALSE,TRUE,5345 W Ohio St,CHICAGO,IL,60644.0,2020-05-14,Pass W/ Conditions,"2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: FACILITY DID NOT PROVIDE A VALID CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE FOR EMPLOYEES WORKING ON SITE. INFORMED OWNER THAT ONCE OPENED, A CERTIFIED MANAGER WITH A CURRENT CITY OF CHICAGO CERTIFICATE MUST BE ON PREMISES AT ALL TIMES WHEN TIME AND TEMPERATURE CONTROL FOR SAFETY(TCS) FOODS (DELI MEAT, GROUND BEEF AND NACHO CHEESE) ARE BEING PREPARED, HANDLED AND/OR SERVED. PRIORITY FOUNDATION VIOLATION #7-38-012. NO CITATION ISSUED. | 3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO WRITTEN EMPLOYEE HEALTH POLICY ON SITE. INSTRUCTED FACILITY TO ESTABLISH AN APPROPRIATE EMPLOYEE HEALTH POLICY AND MAINTAIN WITH VERIFIABLE SIGNED COPIES ON SITE FOR ALL FOOD EMPLOYEES.  PRIORITY FOUNDATION VIOLATION #7-38-010. NO CITATION ISSUED. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO WRITTEN PROCEDURES OR SUPPLIES FOR RESPONDING TO VOMITING OR DIARRHEAL EVENTS. SUPPLIES MUST INCLUDE ADEQUATE SANITIZER THAT ELIMINATES NOROVIRUS. INSTRUCTED FACILITY TO PROVIDE CLEAN UP POLICY AND SUPPLIES TO PROPERLY HANDLE BODILY FLUID SPILLS ON SITE. PRIORITY FOUNDATION VIOLATION #7-38-005. NO CITATION ISSUED. | 23. PROPER DATE MARKING AND DISPOSITION - Comments: OBSERVED READY-TO-EAT, TIME/TEMPERATURE CONTROL FOR SAFETY (TCS) FOODS (SLICED TOMATOES & DELI MEAT) NOT DATE MARKED TO INDICATE THE PRODUCT'S NAME AND DATE IN WHICH THE FOOD MUST BE SOLD, DISCARDED OR CONSUMED WITHIN 7 DAYS. INSTRUCTED TO PROVIDE PROPER LABELS FOR DATE MARKING AND DISCARD DATE FOR REFRIGERATED, READY-TO-EAT, TCS FOODS HELD OVER 24HRS PLACED IN ALL COLD-HOLDING UNITS. PRIORITY FOUNDATION VIOLATION #7-38-005. NO CITATION ISSUED. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO THERMOMETER ON SITE TO MONITOR THE INTERNAL FOOD TEMPERATURE OF TCS. FACILITY MUST OBTAIN AND MAINTAIN PROPER THERMOMETERS.  PRIORITY FOUNDATION VIOLATION #7-38-005.NO CITATION ISSUED | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED THE INTERIOR OF THE  MICROWAVE BEHIND THE DELI MEAT AREA TO BE SOILED WITH FOOD DERBIS AND SPLASH. INSTRUCTED TO CLEAN. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED MILK CRATES BEING USED AS SHELVING ON THE SALES FLOOR NEAR THE REACH-IN COOLER UNITS. MUST REMOVE AND PROVIDE SHELVING THAT IS 6"" OFF THE FLOOR AND PROVIDES FLOOR ACCESSIBILITY TO ENSURE ADEQUATE FACILITY CLEANING. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED AN EXCESSIVE AMOUNT OF DEBRIS AND ICE BUILDUP IN THE INTERIOR OF THE ONE DOOR FREEZER LOCATED IN THE REAR NEAR DRY STORAGE ROOM. MUST REMOVE EXCESS ICE, DETAIL CLEAN, AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED EXCESS CLUTTER AND UNNECESSARY ARTICLES STORED IN BOTH DRY STORAGE ROOMS LOCATED IN THE REAR NEAR THE BACK EXIT DOOR. MUST REMOVE ALL UNNECESSARY ARTICLES, CLEAN ALL CLUTTER, ORGANIZE, AND MAINTAIN AREAS AT ALL TIMES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED WATER STAINED CEILING TILES THROUGHOUT THE PREMISE. INSTRUCTED TO REPLACE THE STAINED CEILING TILES. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED A BURNED OUT LIGHT-BULB IN BOTH DRY STORAGE ROOMS LOCATED IN THE REAR NEAR THE BACK EXIT DOOR. INSTRUCTED TO REPLACE BULB AND MAINTAIN LIGHTING ON PREMISE.",41.8910492873245,-87.7597328372754,OHIO FOOD MART,POINT (-87.7597328372754 41.8910492873245),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
You Buy We Fry Inc.,5627 W MADISON ST,TRUE,FALSE,FALSE,5627 W Madison St,CHICAGO,IL,60644.0,2020-04-29,Out Of Business,,41.8801186168561,-87.7660025098329,YOU BUY WE FRY INC,POINT (-87.7660025098329 41.8801186168561),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Chicago Ave Food And Deli,5142 W CHICAGO AVE,TRUE,FALSE,FALSE,5142 W Chicago Ave,CHICAGO,IL,60651.0,2020-04-20,Out Of Business,,41.8950562470299,-87.7549118973865,CHICAGO AVE FOOD AND DELI,POINT (-87.7549118973865 41.8950562470299),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
"Super Low Meat Market, Inc.",5300 W CHICAGO AVE,TRUE,FALSE,FALSE,5300 W Chicago Ave,CHICAGO,IL,60651.0,2020-04-17,Out Of Business,,41.8950192023561,-87.7581178757966,SUPER LOW MEAT MARKET INC,POINT (-87.7581178757966 41.8950192023561),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Skyy Mart Inc,4849 W CHICAGO AVE,TRUE,FALSE,FALSE,4849 W Chicago Ave,CHICAGO,IL,60651.0,2020-04-16,Out Of Business,,41.8948787342333,-87.7477537316606,SKYY MART INC,POINT (-87.7477537316606 41.8948787342333),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
"M & S Food Market, Inc.",5615 W MADISON ST,TRUE,FALSE,FALSE,5615 W Madison St,CHICAGO,IL,60644.0,2020-04-03,Pass,"51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED DRAINPIPE LEAKING UNDER HAND WASHING SINK IN EMPLOYEE RESTROOM. INSTRUCTED MANAGER TO REPAIR LEAKING DRAINPIPE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED EXCESS CLUTTER AND UNNECESSARY ARTICLES STORED IN THE REAR. MUST REMOVE ALL UNNECESSARY ARTICLES, CLEAN ALL CLUTTER, ORGANIZE, AND MAINTAIN AREAS AT ALL TIMES.",41.8801267436198,-87.7655138171091,M S FOOD MARKET INC,POINT (-87.7655138171091 41.8801267436198),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Bargain Food,5473 W CHICAGO AVE,TRUE,FALSE,FALSE,5473 W Chicago Ave,CHICAGO,IL,60651.0,2020-04-02,Out Of Business,,41.89475794613270,-87.7634950836786,BARGAIN FOOD,POINT (-87.7634950836786 41.89475794613271),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Ftex Foods & Liquor Inc,5756 W CHICAGO AVE,TRUE,FALSE,TRUE,5756 W Chicago Ave,CHICAGO,IL,60651.0,2020-04-02,Pass W/ Conditions,"2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: NO CITY OF CHICAGO CERTIFIED FOOD MANAGER/CERTIFICATE ON DUTY WHILE TCS FOODS ARE PREPARED AND SERVED . INSTRUCTED TO OBTAIN AND MAINTAIN. PRIORITY FOUNDATION #7-38-012. | 3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: NO EMPLOYEE HEALTH POLICY ON SITE AT THE TIME OF INSPECTION. INSTRUCTED TO OBTAIN AND MAINTAIN. PRIORITY FOUNDATION #7-38-010 | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: NO VOMIT AND DIARRHEA PROCEDURE OR SUPPLIES ON SITE AT TIME OF INSPECTION. INSTRUCTED TO OBTAIN AND MAINTAIN. PRIORITY FOUNDATION #7-38-005 | 21. PROPER HOT HOLDING TEMPERATURES - Comments: OBSERVED ITALIAN BEEF, NACHO CHEESE AND GROUND BEEF AT IMPROPER HOT HOLDING TEMPERATURES (114.3F-115F)TCS FOODS FOR HOT HOLDING SHALL BE HELD AT 135F OR ABOVE AT ALL TIMES. PERSON IN CHARGE DISCARDED AND DENATURED 10LBS VALUED AT $30. PRIORITY VIOLATION  7-38-005  | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: NO FOOD HANDLER TRAINING CERTIFICATES FOR FOOD HANDLERS. INSTRUCTED TO PROVIDE AND MAINTAIN",41.8948955911454,-87.7700063679331,FTEX FOODS LIQUOR INC,POINT (-87.7700063679331 41.8948955911454),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
5826 Division Food,5826 W DIVISION ST,TRUE,FALSE,FALSE,5826 W Division St,CHICAGO,IL,60651.0,2020-03-30,Out Of Business,,41.9021636153519,-87.7716665155311,5826 DIVISION FOOD,POINT (-87.7716665155311 41.9021636153519),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Putten'S Pantry,5449 W DIVISION ST,TRUE,FALSE,FALSE,5449 W Division St,CHICAGO,IL,60651.0,2020-03-30,Out Of Business,,41.9020637664589,-87.7628620276247,PUTTENS PANTRY,POINT (-87.7628620276247 41.9020637664589),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Augusta Food,5858 W AUGUSTA BLVD,TRUE,FALSE,FALSE,5858 W Augusta Blvd,CHICAGO,IL,60651.0,2020-03-26,Out Of Business,,41.8984978593048,-87.7727981855824,AUGUSTA FOOD,POINT (-87.7727981855824 41.8984978593048),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
The Corner Store Deli,4900 W WALTON ST,FALSE,TRUE,TRUE,4900 W Walton St,CHICAGO,IL,60651.0,2019-12-19,Pass,"51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: PREMISES HAS NO MOP SINK. INSTRUCTED MANAGER TO INSTALL AND MAINTAIN WITH HOT AND COLD RUNNING WATER. ALSO PROVIDE AND MAINTAIN A BACK FLOW DEVICE. | 52. SEWAGE & WASTE WATER PROPERLY DISPOSED - Comments: INSTRUCTED MANAGER TO PROVIDE AND MAINTAIN A GREASE TRAP FOR THE 3 COMPARTMENT SINK. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: INSTRUCTED MANAGER TO PROVIDE AND MAINTAIN A SELF CLOSING DEVICE ON THE WASH ROOM DOOR.",41.8978327076148,-87.7484443570999,THE CORNER STORE DELI,POINT (-87.7484443570999 41.8978327076148),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Chicago Ave Food Warehouse,5604 W CHICAGO AVE,TRUE,FALSE,FALSE,5604 W Chicago Ave,CHICAGO,IL,60651.0,2019-06-25,Pass W/ Conditions,5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: PREMISES HAS NO CLEAN UP PROCEDURES OR SUPPLIES. INSTRUCTED MANAGER TO COMPLY WITH THE NEW CODES OR CITATIONS WILL FOLLOW. PRIORITY FOUNDATION VIOLATION #7-38-005.,41.8949593173274,-87.7656318390601,CHICAGO AVE FOOD WAREHOUSE,POINT (-87.7656318390601 41.8949593173274),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Madison Discount Store Inc.,5144 W MADISON ST,TRUE,FALSE,FALSE,5144 W Madison St,CHICAGO,IL,60644.0,2019-06-04,Out Of Business,,41.8804901408099,-87.7544327313374,MADISON DISCOUNT STORE INC,POINT (-87.7544327313374 41.8804901408099),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Moon Star Grocery Mart,4903 W CHICAGO AVE,TRUE,FALSE,FALSE,4903 W Chicago Ave,CHICAGO,IL,60651.0,2019-02-11,Pass,"51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: INSTRUCTED TO PROVIDE AND MAINTAIN A SERVICE SINK WITH BACK FLOW PREVENTION DEVICE FOR THE DISPOSAL OF LIQUID WASTE MOP WATER. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments:  OBSERVED CARPETED FLOORING THROUGHOUT.INSTRUCTED THAT INDOOR FLOORS MUST BE SMOOTH,DURABLE,AND EASILY CLEANABLE.",41.8948735031312,-87.7484546406764,MOON STAR GROCERY MART,POINT (-87.7484546406764 41.8948735031312),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
